OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,RMS,DATA_SOURCE
STARLINK-33640,2025-063R,2026-01-02T18:57:41.999962,15.30186935,.0001312,53.1588,358.4378,89.1173,197.7679,0,C,63378,2,1,.11263E-3,.33418E-4,0,0.416,SpaceX-E
STARLINK-33636,2025-063S,2026-01-02T18:58:42.000010,15.30237201,.000116,53.1600,358.3467,89.7717,247.3727,0,C,63379,2,1,-.70716E-3,-.20998E-3,0,0.482,SpaceX-E
STARLINK-33653,2025-063T,2026-01-02T19:00:42.000019,15.30185208,.0001286,53.1587,358.5462,85.2355,154.9674,0,C,63380,2,1,.14361E-3,.42606E-4,0,0.342,SpaceX-E
STARLINK-33643,2025-063U,2026-01-02T18:58:42.000010,15.30184807,.0001147,53.1588,358.4946,87.6927,173.9326,0,C,63381,2,1,.20734E-3,.61516E-4,0,0.402,SpaceX-E
STARLINK-33633,2025-063V,2026-01-02T18:55:42.000038,15.36571451,.0003971,53.1610,354.1611,80.5403,218.1400,0,C,63382,2,1,.17164E-2,.62435E-3,0,0.275,SpaceX-E
STARLINK-33748,2025-063W,2026-01-02T18:53:42.000029,15.30187076,.0001277,53.1606,9.2386,90.5311,111.1113,0,C,63383,2,1,.13537E-3,.40163E-4,0,0.341,SpaceX-E
STARLINK-33658,2025-063X,2026-01-02T18:56:42.000000,15.30190765,.0001507,53.1598,358.7021,89.9475,59.3244,0,C,63384,2,1,.98479E-5,.29219E-5,0,0.298,SpaceX-E
STARLINK-33616,2025-063Y,2026-01-02T18:14:41.999971,15.30189201,.0001577,53.1607,9.3502,84.2804,339.7127,0,C,63385,2,1,.29659E-5,.87994E-6,0,0.276,SpaceX-E
STARLINK-33571,2025-063Z,2026-01-02T18:51:42.000019,15.30184125,.0001253,53.1603,9.0441,90.1489,196.9214,0,C,63386,2,1,.17402E-3,.51629E-4,0,0.323,SpaceX-E
STARLINK-33533,2025-063AA,2026-01-02T18:54:41.999990,15.30190042,.0001205,53.1604,356.0627,84.9676,321.3130,0,C,63387,2,1,-.52088E-4,-.15453E-4,0,0.265,SpaceX-E
STARLINK-33629,2025-063AB,2026-01-02T18:51:42.000019,15.30185322,.000108,53.1599,356.1727,90.1220,252.3299,0,C,63388,2,1,.11108E-3,.32955E-4,0,0.368,SpaceX-E
STARLINK-33656,2025-063AC,2026-01-02T19:01:41.999981,15.30186009,.0001257,53.1588,358.5853,89.3050,131.4506,0,C,63389,2,1,.21015E-3,.62352E-4,0,0.374,SpaceX-E
STARLINK-33531,2025-065A,2026-01-02T18:53:42.000029,15.27517864,.0001518,43.0006,119.1844,274.4711,25.3824,0,C,63399,2,1,.13052E-2,.36009E-3,0,0.300,SpaceX-E
STARLINK-33652,2025-065B,2026-01-02T18:57:41.999962,15.27517539,.0001488,43.0028,118.8263,280.9232,175.7140,0,C,63400,2,1,.15358E-2,.42377E-3,0,0.272,SpaceX-E
STARLINK-33707,2025-065C,2026-01-02T18:53:42.000029,15.27519251,.0001516,43.0005,119.1351,270.9229,50.1421,0,C,63401,2,1,.13953E-2,.38498E-3,0,0.285,SpaceX-E
STARLINK-33668,2025-065D,2026-01-02T18:55:42.000038,15.27542561,.0001506,42.9999,119.3618,263.8970,325.6775,0,C,63402,2,1,.14848E-2,.41001E-3,0,0.246,SpaceX-E
STARLINK-33676,2025-065E,2026-01-02T18:58:42.000010,15.27517570,.0001541,43.0006,119.0947,279.2669,67.9978,0,C,63403,2,1,.13664E-2,.37699E-3,0,0.297,SpaceX-E
STARLINK-33711,2025-065F,2026-01-02T19:00:42.000019,15.27519341,.0001379,43.0028,118.8017,293.2698,181.9055,0,C,63404,2,1,.15023E-2,.41455E-3,0,0.284,SpaceX-E
STARLINK-33708,2025-065G,2026-01-02T18:52:41.999981,15.27536881,.0001316,43.0005,119.1651,269.9783,33.0959,0,C,63405,2,1,.12058E-2,.33281E-3,0,0.321,SpaceX-E
STARLINK-33690,2025-065H,2026-01-02T18:57:41.999962,15.27559792,.0001697,43.0029,115.2886,245.1639,243.9988,0,C,63406,2,1,.17335E-2,.47903E-3,0,0.280,SpaceX-E
STARLINK-33694,2025-065J,2026-01-02T18:56:42.000000,15.27516179,.0001554,43.0013,119.0426,279.0507,81.7973,0,C,63407,2,1,.13841E-2,.38187E-3,0,0.294,SpaceX-E
STARLINK-33692,2025-065K,2026-01-02T18:53:42.000029,15.27527937,.0001355,43.0010,123.0852,282.5091,189.0084,0,C,63408,2,1,.10467E-2,.28879E-3,0,0.347,SpaceX-E
STARLINK-33693,2025-065L,2026-01-02T18:51:42.000019,15.27534290,.000139,43.0002,119.3001,272.5628,330.0926,0,C,63409,2,1,.14766E-2,.40762E-3,0,0.270,SpaceX-E
STARLINK-33677,2025-065M,2026-01-02T18:52:41.999981,15.27516138,.0001469,43.0005,119.1929,276.0016,12.9732,0,C,63410,2,1,.12773E-2,.35236E-3,0,0.323,SpaceX-E
STARLINK-33647,2025-065N,2026-01-02T18:57:41.999962,15.27600362,.0001063,43.0015,126.7389,282.5677,121.9779,0,C,63411,2,1,-.11297E-2,-.31181E-3,0,0.759,SpaceX-E
STARLINK-33645,2025-065P,2026-01-02T18:52:41.999981,15.27522465,.0001562,43.0027,122.4771,280.3252,53.8029,0,C,63412,2,1,.1382E-2,.38134E-3,0,0.295,SpaceX-E
STARLINK-33670,2025-065Q,2026-01-02T18:54:41.999990,15.27518935,.0001514,43.0007,119.1021,270.9895,46.8655,0,C,63413,2,1,.13529E-2,.37327E-3,0,0.289,SpaceX-E
STARLINK-33644,2025-065R,2026-01-02T18:58:42.000010,15.27533789,.0001429,43.0027,119.6829,279.7076,158.6979,0,C,63414,2,1,.15391E-2,.42491E-3,0,0.260,SpaceX-E
STARLINK-33664,2025-065S,2026-01-02T18:57:41.999962,15.27518381,.0001392,43.0001,119.1864,279.9952,6.9059,0,C,63415,2,1,.12934E-2,.35682E-3,0,0.302,SpaceX-E
STARLINK-33649,2025-065T,2026-01-02T19:01:41.999981,15.27633979,.0001522,43.0011,118.9853,262.1940,110.6920,0,C,63416,2,1,-.11085E-2,-.30629E-3,0,0.889,SpaceX-E
STARLINK-33535,2025-065U,2026-01-02T18:54:41.999990,15.27511025,.0001449,43.0004,119.1541,271.6948,10.8587,0,C,63417,2,1,.1464E-2,.40387E-3,0,0.297,SpaceX-E
STARLINK-33703,2025-065V,2026-01-02T18:52:41.999981,15.27523724,.0001359,43.0013,119.4532,284.5545,237.1211,0,C,63418,2,1,.11138E-2,.30728E-3,0,0.348,SpaceX-E
STARLINK-33709,2025-065W,2026-01-02T18:58:42.000010,15.27532914,.0001472,43.0016,119.4837,287.0536,236.3168,0,C,63419,2,1,.1055E-2,.29112E-3,0,0.391,SpaceX-E
STARLINK-33698,2025-065X,2026-01-02T18:57:41.999962,15.27513800,.0001656,43.0026,118.8899,280.7160,119.3977,0,C,63420,2,1,.14184E-2,.39131E-3,0,0.291,SpaceX-E
STARLINK-33606,2025-065Y,2026-01-02T18:57:41.999962,15.27518823,.0001125,43.0004,119.1356,284.1655,16.8948,0,C,63421,2,1,.13182E-2,.36369E-3,0,0.302,SpaceX-E
STARLINK-33686,2025-065Z,2026-01-02T19:00:42.000019,15.27529012,.000123,43.0000,119.2592,251.5296,4.3871,0,C,63422,2,1,.14586E-2,.40258E-3,0,0.280,SpaceX-E
STARLINK-33675,2025-065AA,2026-01-02T18:57:41.999962,15.27515859,.0001565,43.0030,118.8472,280.0241,141.2971,0,C,63423,2,1,.14586E-2,.40243E-3,0,0.279,SpaceX-E
STARLINK-33655,2025-065AB,2026-01-02T18:52:41.999981,15.27529855,.0001348,43.0026,119.5922,275.9807,181.9695,0,C,63424,2,1,.15452E-2,.42654E-3,0,0.261,SpaceX-E
STARLINK-33608,2025-065AC,2026-01-02T18:57:41.999962,15.27532928,.0001004,43.0002,119.2243,264.9887,353.6012,0,C,63425,2,1,.14533E-2,.40118E-3,0,0.275,SpaceX-E
STARLINK-33615,2025-065AD,2026-01-02T18:54:41.999990,15.27520716,.0001055,43.0024,119.5438,275.1474,211.7178,0,C,63426,2,1,.1094E-2,.30178E-3,0,0.366,SpaceX-E
STARLINK-33682,2025-069A,2026-01-02T18:53:42.000029,15.30177640,.0001326,53.1582,88.6397,73.9587,303.4180,0,C,63433,2,1,.39824E-3,.11815E-3,0,0.376,SpaceX-E
STARLINK-33710,2025-069B,2026-01-02T18:52:41.999981,15.30199139,.0001208,53.1574,88.8280,77.1606,203.3165,0,C,63434,2,1,-.28386E-3,-.84221E-4,0,0.417,SpaceX-E
STARLINK-33733,2025-069C,2026-01-02T18:51:42.000019,15.30101305,.0001347,53.1573,88.7946,93.1049,200.9959,0,C,63435,2,1,.22563E-2,.66898E-3,0,0.257,SpaceX-E
STARLINK-33638,2025-069D,2026-01-02T18:52:41.999981,15.30179667,.0001038,53.1573,88.7563,83.1498,232.2408,0,C,63436,2,1,.35508E-3,.10535E-3,0,0.360,SpaceX-E
STARLINK-33726,2025-069E,2026-01-02T18:59:41.999971,15.30174892,.0001416,53.1576,88.6768,101.4319,269.8303,0,C,63437,2,1,.47038E-3,.13955E-3,0,0.362,SpaceX-E
STARLINK-33681,2025-069F,2026-01-02T18:58:42.000010,15.30201033,.0001221,53.1582,88.5992,79.5719,328.5687,0,C,63438,2,1,-.29333E-3,-.87033E-4,0,0.439,SpaceX-E
STARLINK-33730,2025-069G,2026-01-02T18:56:42.000000,15.30174252,.0001306,53.1593,88.3154,91.1508,94.7693,0,C,63439,2,1,.51094E-3,.15159E-3,0,0.372,SpaceX-E
STARLINK-33743,2025-069H,2026-01-02T18:54:41.999990,15.30253928,.0001327,53.1576,88.7143,78.3659,262.0884,0,C,63440,2,1,-.39423E-3,-.11715E-3,0,1.093,SpaceX-E
STARLINK-33715,2025-069J,2026-01-02T18:59:41.999971,15.30178143,.0001088,53.1577,88.6578,90.0796,287.0038,0,C,63441,2,1,.34281E-3,.1017E-3,0,0.364,SpaceX-E
STARLINK-33762,2025-069K,2026-01-02T19:01:41.999981,15.30190372,.0001182,53.1580,88.6359,87.7570,308.6029,0,C,63442,2,1,.20727E-3,.61507E-4,0,0.376,SpaceX-E
STARLINK-33753,2025-069L,2026-01-02T18:58:42.000010,15.30173800,.0001419,53.1587,88.5291,95.8355,347.2160,0,C,63443,2,1,.62274E-3,.18478E-3,0,0.271,SpaceX-E
STARLINK-33747,2025-069M,2026-01-02T18:51:42.000019,15.30166627,.0001116,53.1593,88.4802,86.8250,4.3354,0,C,63444,2,1,.90448E-3,.26838E-3,0,0.329,SpaceX-E
STARLINK-33659,2025-069N,2026-01-02T18:53:42.000029,15.30171206,.000128,53.1578,88.8878,89.8624,159.5658,0,C,63445,2,1,.57728E-3,.17126E-3,0,0.314,SpaceX-E
STARLINK-33746,2025-069P,2026-01-02T19:00:42.000019,15.30175689,.0001253,53.1582,88.5767,91.6144,330.0139,0,C,63446,2,1,.58253E-3,.17285E-3,0,0.342,SpaceX-E
STARLINK-33799,2025-069Q,2026-01-02T18:57:41.999962,15.30172997,.0001083,53.1576,88.8507,89.3156,187.0461,0,C,63447,2,1,.71196E-3,.21126E-3,0,0.297,SpaceX-E
STARLINK-33797,2025-069R,2026-01-02T18:55:42.000038,15.30159657,.0001126,53.1595,88.3974,95.1407,46.2466,0,C,63448,2,1,.92756E-3,.27517E-3,0,0.275,SpaceX-E
STARLINK-33798,2025-069S,2026-01-02T18:59:41.999971,15.30190297,.0001287,53.1582,88.8663,93.4924,173.0710,0,C,63449,2,1,.16834E-3,.49953E-4,0,0.349,SpaceX-E
STARLINK-33736,2025-069T,2026-01-02T19:01:41.999981,15.30153326,.0001016,53.1594,88.3065,84.9029,114.3569,0,C,63450,2,1,.1043E-2,.3094E-3,0,0.319,SpaceX-E
STARLINK-33740,2025-069U,2026-01-02T18:54:41.999990,15.30178424,.0001212,53.1586,88.5591,91.5205,324.5946,0,C,63451,2,1,.47176E-3,.13998E-3,0,0.361,SpaceX-E
STARLINK-33763,2025-069V,2026-01-02T18:57:41.999962,15.30166355,.0001202,53.1596,88.3644,89.5778,65.2760,0,C,63452,2,1,.88039E-3,.26122E-3,0,0.336,SpaceX-E
STARLINK-33784,2025-069W,2026-01-02T18:59:41.999971,15.30179083,.000139,53.1580,88.8315,92.2411,197.5989,0,C,63453,2,1,.33162E-3,.98385E-4,0,0.343,SpaceX-E
STARLINK-33768,2025-069X,2026-01-02T18:51:42.000019,15.30182581,.0001262,53.1589,88.5219,89.4319,332.6608,0,C,63454,2,1,.32205E-3,.95556E-4,0,0.385,SpaceX-E
STARLINK-33761,2025-069Y,2026-01-02T18:54:41.999990,15.30169935,.0001127,53.1597,88.4099,94.6984,31.2298,0,C,63455,2,1,.76515E-3,.22703E-3,0,0.350,SpaceX-E
STARLINK-33737,2025-069Z,2026-01-02T18:54:41.999990,15.30123728,.0001351,53.1592,88.4713,99.0383,352.0089,0,C,63456,2,1,.75106E-3,.22253E-3,0,0.692,SpaceX-E
STARLINK-33795,2025-069AA,2026-01-02T19:00:42.000019,15.30168545,.0001462,53.1576,88.7642,89.9129,232.8451,0,C,63457,2,1,.78665E-3,.23341E-3,0,0.309,SpaceX-E
STARLINK-33756,2025-069AB,2026-01-02T18:53:42.000029,15.30180356,.000129,53.1578,88.8116,91.4242,187.0968,0,C,63458,2,1,.30701E-3,.91086E-4,0,0.350,SpaceX-E
STARLINK-33780,2025-069AC,2026-01-02T18:52:41.999981,15.30179206,.0001045,53.1595,88.4459,88.6691,12.1513,0,C,63459,2,1,.47302E-3,.14035E-3,0,0.375,SpaceX-E
STARLINK-33679,2025-070A,2026-01-02T18:57:41.999962,15.27616998,.0001408,43.0005,272.2834,269.1220,129.2101,0,C,63460,2,1,-.15271E-2,-.42157E-3,0,0.517,SpaceX-E
STARLINK-33706,2025-070B,2026-01-02T18:54:41.999990,15.27605112,.0001358,43.0011,272.3145,257.3235,108.3564,0,C,63461,2,1,-.11319E-2,-.31247E-3,0,0.438,SpaceX-E
STARLINK-33691,2025-070C,2026-01-02T19:01:41.999981,15.27601617,.0001306,43.0020,271.6046,265.7965,49.6183,0,C,63462,2,1,-.8852E-3,-.24439E-3,0,0.426,SpaceX-E
STARLINK-33696,2025-070D,2026-01-02T19:01:41.999981,15.27619114,.0001308,43.0000,271.9468,274.2150,259.6972,0,C,63463,2,1,-.14864E-2,-.41037E-3,0,0.532,SpaceX-E
STARLINK-33701,2025-070E,2026-01-02T18:51:42.000019,15.27606521,.0001495,43.0017,272.3762,256.2308,76.7533,0,C,63464,2,1,-.11253E-2,-.31066E-3,0,0.439,SpaceX-E
STARLINK-33685,2025-070F,2026-01-02T18:56:42.000000,15.27614310,.0001144,43.0000,272.1159,257.5805,193.5638,0,C,63465,2,1,-.14158E-2,-.39086E-3,0,0.499,SpaceX-E
STARLINK-33654,2025-070G,2026-01-02T18:53:42.000029,15.27638875,.0001369,43.0001,271.9906,260.8415,235.5004,0,C,63466,2,1,-.29053E-2,-.80164E-3,0,1.073,SpaceX-E
STARLINK-33697,2025-070H,2026-01-02T18:50:41.999971,15.27593037,.000141,43.0002,272.0507,263.0510,207.5987,0,C,63467,2,1,-.8239E-3,-.22742E-3,0,0.475,SpaceX-E
STARLINK-33720,2025-070J,2026-01-02T18:53:42.000029,15.27628128,.0001694,43.0001,272.0410,258.1861,216.8598,0,C,63468,2,1,-.18779E-2,-.51845E-3,0,0.603,SpaceX-E
STARLINK-33587,2025-070K,2026-01-02T19:00:42.000019,15.27602222,.0001739,43.0004,271.8146,264.3877,322.3191,0,C,63469,2,1,-.10554E-2,-.29135E-3,0,0.503,SpaceX-E
STARLINK-33637,2025-070L,2026-01-02T18:53:42.000029,15.27663031,.0001441,43.0025,272.4166,276.5464,42.7871,0,C,63470,2,1,-.26321E-2,-.72698E-3,0,0.745,SpaceX-E
STARLINK-33744,2025-070M,2026-01-02T18:51:42.000019,15.27596426,.000113,43.0001,272.2181,278.2247,118.4488,0,C,63471,2,1,-.99927E-3,-.27581E-3,0,0.464,SpaceX-E
STARLINK-33766,2025-070N,2026-01-02T18:54:41.999990,15.27612013,.0001831,43.0013,272.3295,262.0278,96.5656,0,C,63472,2,1,-.13237E-2,-.36545E-3,0,0.491,SpaceX-E
STARLINK-33765,2025-070P,2026-01-02T18:53:42.000029,15.27606750,.0001303,43.0000,272.0895,261.4988,192.3342,0,C,63473,2,1,-.11878E-2,-.3279E-3,0,0.472,SpaceX-E
STARLINK-33735,2025-070Q,2026-01-02T19:00:42.000019,15.27591743,.000151,42.9999,271.8266,276.9534,302.6885,0,C,63474,2,1,-.68263E-3,-.18844E-3,0,0.377,SpaceX-E
STARLINK-33731,2025-070R,2026-01-02T18:51:42.000019,15.27605569,.0001437,43.0020,272.3907,274.0248,51.8791,0,C,63475,2,1,-.10816E-2,-.2986E-3,0,0.460,SpaceX-E
STARLINK-33718,2025-070S,2026-01-02T19:00:42.000019,15.27595993,.0001372,43.0020,271.6554,257.4053,32.9873,0,C,63476,2,1,-.92565E-3,-.2555E-3,0,0.506,SpaceX-E
STARLINK-33630,2025-070T,2026-01-02T18:54:41.999990,15.27575743,.000144,42.9999,268.3927,266.6355,280.2335,0,C,63477,2,1,.4188E-3,.11566E-3,0,0.313,SpaceX-E
STARLINK-33695,2025-070U,2026-01-02T18:53:42.000029,15.27593284,.0001294,43.0000,268.2274,277.4938,336.4094,0,C,63478,2,1,-.68202E-3,-.18828E-3,0,0.371,SpaceX-E
STARLINK-33713,2025-070V,2026-01-02T19:00:42.000019,15.27605018,.000144,42.9998,268.2473,268.1097,351.3245,0,C,63479,2,1,-.11096E-2,-.30632E-3,0,0.494,SpaceX-E
STARLINK-33721,2025-070W,2026-01-02T18:54:41.999990,15.27598307,.0001536,42.9999,268.3058,255.1177,327.2306,0,C,63480,2,1,-.93688E-3,-.25862E-3,0,0.465,SpaceX-E
STARLINK-33639,2025-070X,2026-01-02T18:54:41.999990,15.27596251,.0001164,43.0000,268.5553,275.9001,200.3442,0,C,63481,2,1,-.93205E-3,-.25727E-3,0,0.456,SpaceX-E
STARLINK-33688,2025-070Z,2026-01-02T18:51:42.000019,15.27625986,.0001521,43.0001,272.1311,275.0052,149.9435,0,C,63483,2,1,-.15896E-2,-.43894E-3,0,0.513,SpaceX-E
STARLINK-33700,2025-070AA,2026-01-02T18:54:41.999990,15.27595208,.0001513,42.9997,271.8676,274.9721,267.5937,0,C,63484,2,1,-.79538E-3,-.21957E-3,0,0.387,SpaceX-E
STARLINK-33687,2025-070AB,2026-01-02T18:58:42.000010,15.27588879,.0001646,43.0013,271.6587,275.0141,346.5550,0,C,63485,2,1,-.53168E-3,-.14678E-3,0,0.379,SpaceX-E
STARLINK-33716,2025-070AC,2026-01-02T18:59:41.999971,15.27597984,.0001581,43.0008,271.7789,268.7053,328.3346,0,C,63486,2,1,-.83454E-3,-.23039E-3,0,0.405,SpaceX-E
STARLINK-33754,2025-070AD,2026-01-02T18:55:42.000038,15.27608724,.0001481,43.0000,272.0474,264.4353,204.1301,0,C,63487,2,1,-.12165E-2,-.33582E-3,0,0.483,SpaceX-E
STARLINK-33828,2025-071A,2026-01-02T19:01:41.999981,15.30187571,.000135,53.1588,88.1769,81.2109,164.5845,0,C,63493,2,1,.1168E-3,.34655E-4,0,0.334,SpaceX-E
STARLINK-33819,2025-071B,2026-01-02T18:59:41.999971,15.30194657,.0001275,53.1591,88.2076,87.0876,133.6086,0,C,63494,2,1,-.12509E-3,-.37115E-4,0,0.364,SpaceX-E
STARLINK-33845,2025-071C,2026-01-02T19:01:41.999981,15.30145145,.000127,53.1582,85.8596,82.1669,253.6845,0,C,63495,2,1,.27382E-2,.8133E-3,0,0.614,SpaceX-E
STARLINK-33829,2025-071D,2026-01-02T18:53:42.000029,15.30166873,.0001363,53.1592,86.0550,98.6894,119.4253,0,C,63496,2,1,.68335E-3,.20273E-3,0,0.297,SpaceX-E
STARLINK-33815,2025-071E,2026-01-02T18:55:42.000038,15.30175633,.0001291,53.1592,86.2445,86.6864,40.1974,0,C,63497,2,1,.67983E-3,.20173E-3,0,0.349,SpaceX-E
STARLINK-33833,2025-071F,2026-01-02T18:54:41.999990,15.30170921,.0001143,53.1596,86.1533,88.7781,80.8159,0,C,63498,2,1,.60868E-3,.18058E-3,0,0.285,SpaceX-E
STARLINK-33534,2025-071G,2026-01-02T18:51:42.000019,15.30172902,.0001311,53.1596,86.1170,93.8631,87.5159,0,C,63499,2,1,.56021E-3,.16621E-3,0,0.367,SpaceX-E
STARLINK-33838,2025-071H,2026-01-02T19:00:42.000019,15.30175338,.0001374,53.1584,85.9043,88.4365,220.4472,0,C,63500,2,1,.46427E-3,.13774E-3,0,0.312,SpaceX-E
STARLINK-33837,2025-071J,2026-01-02T19:00:42.000019,15.30168645,.0001322,53.1584,86.2970,88.2396,22.8801,0,C,63501,2,1,.81944E-3,.24314E-3,0,0.255,SpaceX-E
STARLINK-33818,2025-071K,2026-01-02T18:56:42.000000,15.30190879,.0001178,53.1580,85.8828,87.7877,223.2283,0,C,63502,2,1,.88049E-4,.26126E-4,0,0.356,SpaceX-E
STARLINK-33583,2025-071L,2026-01-02T19:01:41.999981,15.30088205,.0001643,53.1574,88.6880,70.6774,267.7277,0,C,63503,2,1,.21542E-2,.63838E-3,0,0.273,SpaceX-E
STARLINK-33811,2025-071M,2026-01-02T18:58:42.000010,15.30177446,.0001071,53.1581,86.3586,91.1118,343.2698,0,C,63504,2,1,.60207E-3,.17866E-3,0,0.340,SpaceX-E
STARLINK-33825,2025-071N,2026-01-02T18:51:42.000019,15.30179497,.0001265,53.1576,85.7948,89.6756,254.5601,0,C,63505,2,1,.35815E-3,.10626E-3,0,0.350,SpaceX-E
STARLINK-33792,2025-071P,2026-01-02T18:59:41.999971,15.30177978,.0001287,53.1578,85.8163,70.6738,280.9098,0,C,63506,2,1,.44302E-3,.13144E-3,0,0.331,SpaceX-E
STARLINK-33843,2025-071Q,2026-01-02T19:00:42.000019,15.30185490,.0001318,53.1592,85.9829,96.1264,154.6225,0,C,63507,2,1,.1171E-3,.34741E-4,0,0.414,SpaceX-E
STARLINK-33809,2025-071R,2026-01-02T18:59:41.999971,15.30189916,.000134,53.1583,85.8599,78.2591,232.6344,0,C,63508,2,1,.68533E-4,.20334E-4,0,0.352,SpaceX-E
STARLINK-33678,2025-071S,2026-01-02T19:01:41.999981,15.30172261,.0000998,53.1595,86.0236,91.0132,140.3003,0,C,63509,2,1,.54926E-3,.16295E-3,0,0.287,SpaceX-E
STARLINK-33764,2025-071T,2026-01-02T19:01:41.999981,15.30186709,.0001183,53.1578,86.3468,74.3360,354.1073,0,C,63510,2,1,.12524E-3,.37158E-4,0,0.389,SpaceX-E
STARLINK-33804,2025-071U,2026-01-02T19:00:42.000019,15.30183455,.000126,53.1588,86.2109,88.6732,45.7542,0,C,63511,2,1,.24579E-3,.72924E-4,0,0.384,SpaceX-E
STARLINK-33751,2025-071V,2026-01-02T18:58:42.000010,15.30181838,.000123,53.1596,86.1473,90.4809,71.1882,0,C,63512,2,1,.31445E-3,.93298E-4,0,0.385,SpaceX-E
STARLINK-33750,2025-071W,2026-01-02T18:52:41.999981,15.30173035,.0001272,53.1593,86.2008,100.0493,21.2109,0,C,63513,2,1,.57154E-3,.16957E-3,0,0.286,SpaceX-E
STARLINK-33786,2025-071X,2026-01-02T18:51:42.000019,15.30167403,.0001084,53.1584,86.2960,91.9737,338.9190,0,C,63514,2,1,.90817E-3,.26948E-3,0,0.318,SpaceX-E
STARLINK-33796,2025-071Y,2026-01-02T18:51:42.000019,15.30181999,.0001209,53.1580,85.8248,81.2665,228.0990,0,C,63515,2,1,.43332E-3,.12858E-3,0,0.325,SpaceX-E
STARLINK-33785,2025-071Z,2026-01-02T18:54:41.999990,15.30179240,.0000976,53.1587,86.2514,86.4806,13.3460,0,C,63516,2,1,.45691E-3,.13557E-3,0,0.291,SpaceX-E
STARLINK-33803,2025-071AA,2026-01-02T18:56:42.000000,15.30183118,.000105,53.1583,85.8820,87.9388,199.8611,0,C,63517,2,1,.16654E-3,.49409E-4,0,0.341,SpaceX-E
STARLINK-33807,2025-071AB,2026-01-02T19:01:41.999981,15.30250862,.0001778,53.1593,88.1816,71.4870,145.2409,0,C,63518,2,1,-.1071E-2,-.31805E-3,0,0.799,SpaceX-E
STARLINK-33787,2025-071AC,2026-01-02T18:52:41.999981,15.30177737,.0001313,53.1596,88.2693,85.5669,67.6673,0,C,63519,2,1,.43389E-3,.12873E-3,0,0.309,SpaceX-E
STARLINK-11669 [DTC],2025-075A,2026-01-02T19:44:41.999971,15.70807746,.0002117,42.9997,190.3996,269.3388,113.2539,0,C,63548,2,1,.17117E-3,.22032E-3,0,0.461,SpaceX-E
STARLINK-11665 [DTC],2025-075B,2026-01-02T19:44:41.999971,15.70820948,.0001649,43.0000,190.7729,260.8338,331.4432,0,C,63549,2,1,.99516E-4,.1281E-3,0,0.509,SpaceX-E
STARLINK-11667 [DTC],2025-075C,2026-01-02T19:43:42.000010,15.70741351,.0002155,42.9997,191.0754,270.9931,197.1329,0,C,63550,2,1,.70522E-3,.90775E-3,0,0.485,SpaceX-E
STARLINK-11695 [DTC],2025-075D,2026-01-02T19:48:41.999990,15.70826094,.0001737,42.9998,190.3943,262.9368,130.2160,0,C,63551,2,1,.37625E-4,.48428E-4,0,0.355,SpaceX-E
STARLINK-11685 [DTC],2025-075E,2026-01-02T19:49:42.000038,15.70829871,.0001813,42.9998,190.5263,265.0057,77.1165,0,C,63552,2,1,.11953E-4,.15385E-4,0,0.506,SpaceX-E
STARLINK-11697 [DTC],2025-075F,2026-01-02T19:49:42.000038,15.70820086,.0001801,42.9998,190.6007,265.3838,46.6744,0,C,63553,2,1,.95255E-4,.12261E-3,0,0.494,SpaceX-E
STARLINK-11680 [DTC],2025-075G,2026-01-02T19:47:42.000029,15.70824824,.0001676,42.9997,190.9825,263.1039,250.7856,0,C,63554,2,1,.70591E-4,.90869E-4,0,0.522,SpaceX-E
STARLINK-11687 [DTC],2025-075H,2026-01-02T19:43:42.000010,15.70804800,.0001652,42.9999,190.8490,268.9673,289.3272,0,C,63555,2,1,.21654E-3,.27873E-3,0,0.446,SpaceX-E
STARLINK-11626 [DTC],2025-075J,2026-01-02T19:42:41.999962,15.70826321,.000184,42.9999,191.2265,258.9224,145.1253,0,C,63556,2,1,.61652E-4,.79364E-4,0,0.562,SpaceX-E
STARLINK-11668 [DTC],2025-075K,2026-01-02T19:46:41.999981,15.70829046,.0001708,43.0000,191.1345,261.0857,188.7536,0,C,63557,2,1,.28715E-4,.36962E-4,0,0.487,SpaceX-E
STARLINK-11657 [DTC],2025-075L,2026-01-02T19:40:42.000038,15.70797786,.0001822,42.9998,190.9350,275.5967,240.8501,0,C,63558,2,1,.25537E-3,.32869E-3,0,0.415,SpaceX-E
STARLINK-11606 [DTC],2025-075M,2026-01-02T19:50:42.000000,15.70801043,.0001818,42.9997,190.4440,266.6455,109.4853,0,C,63559,2,1,.22051E-3,.2838E-3,0,0.428,SpaceX-E
STARLINK-11592 [DTC],2025-075N,2026-01-02T19:46:41.999981,15.70813288,.0001758,42.9999,190.6845,265.3232,4.8869,0,C,63560,2,1,.15172E-3,.19529E-3,0,0.453,SpaceX-E
STARLINK-32953,2025-075P,2026-01-02T18:53:42.000029,15.27615475,.0001397,43.0028,282.9929,260.8449,200.4695,0,C,63561,2,1,-.14164E-2,-.39102E-3,0,0.614,SpaceX-E
